Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
2024-05-25,21:16,Saturday,SUMMERHILL STATION,MUPAA,4,9,N,YU,6076
2024-05-25,21:40,Saturday,WILSON STATION,PUOPO,4,9,N,YU,6111
2024-05-25,21:44,Saturday,BLOOR STATION,MUIS,0,0,N,YU,0
2024-05-25,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-25,22:10,Saturday,DUFFERIN STATION,MUIR,0,0,W,BD,5213
2024-05-25,22:20,Saturday,CASTLE FRANK STATION,SUUT,10,16,W,BD,5027
2024-05-25,22:26,Saturday,CASTLE FRANK STATION,MUPAA,0,0,W,BD,5027
2024-05-25,22:42,Saturday,CASTLE FRANK STATION,PUMST,0,0,,BD,0
2024-05-25,00:27,Saturday,PAPE STATION,SUO,0,0,W,BD,0
2024-05-25,00:50,Saturday,JANE STATION,SUUT,0,0,W,BD,5323
2024-05-25,01:08,Saturday,ST GEORGE BD STATION,SUO,4,10,E,BD,5274
2024-05-25,01:23,Saturday,WOODBINE STATION,SUDP,0,0,W,BD,5274
2024-05-25,01:38,Saturday,KIPLING STATION,PUMEL,0,0,,BD,0
2024-05-25,01:48,Saturday,QUEEN STATION,SUO,17,0,S,YU,5791
2024-05-25,01:55,Saturday,EGLINTON STATION,MUIS,0,0,,YU,0
2024-05-25,16:10,Saturday,LESLIE STATION,TUSC,0,0,W,SHP,6186
2024-05-26,03:17,Sunday,WOODBINE STATION,PUMEL,0,0,,BD,0
2024-05-26,07:48,Sunday,BLOOR DANFORTH LINE 2,MUO,0,0,,BD,0
2024-05-26,07:52,Sunday,HIGHWAY 407 STATION,PUOPO,4,0,S,YU,5551
2024-05-26,07:58,Sunday,PIONEER VILLAGE STATIO,PUOPO,7,0,S,YU,5551
2024-05-26,08:03,Sunday,BROADVIEW STATION,SUUT,9,0,W,BD,5284
2024-05-26,08:05,Sunday,FINCH WEST STATION,MUPAA,0,0,S,YU,6036
2024-05-26,08:28,Sunday,BLOOR STATION,MUATC,6,0,N,YU,6021
2024-05-26,08:30,Sunday,DUNDAS STATION,MUPAA,4,16,N,YU,5411
2024-05-26,08:45,Sunday,SHEPPARD WEST STATION,MUATC,3,9,N,YU,5621
2024-05-26,09:14,Sunday,SPADINA YUS STATION,SUAE,0,0,S,YU,5726
2024-05-26,09:16,Sunday,SPADINA BD STATION,SUO,0,0,W,BD,5110
2024-05-26,09:47,Sunday,ROSEDALE STATION,PUOPO,4,10,N,YU,5886
2024-05-26,09:49,Sunday,FINCH STATION,SUDP,0,0,,YU,0
2024-05-26,09:58,Sunday,ROSEDALE STATION,PUOPO,0,0,N,YU,6076
2024-05-26,10:12,Sunday,WILSON STATION,PUOPO,0,0,N,YU,5591
2024-05-26,10:20,Sunday,ROSEDALE STATION,PUOPO,7,11,S,YU,5976
2024-05-26,11:30,Sunday,WILSON STATION,PUOPO,0,0,N,YU,6071
2024-05-26,11:37,Sunday,BLOOR STATION,SUAP,6,10,N,YU,6036
2024-05-26,12:07,Sunday,PAPE STATION,MUIRS,0,0,,BD,0
2024-05-26,12:29,Sunday,WOODBINE STATION,SUDP,0,0,E,BD,0
2024-05-26,12:36,Sunday,PAPE STATION,SUAP,0,0,E,BD,0
2024-05-26,13:18,Sunday,EGLINTON STATION,SUDP,0,0,,YU,0
2024-05-26,13:24,Sunday,SHEPPARD WEST STATION,PUMEL,0,0,,YU,0
2024-05-26,13:46,Sunday,YORKDALE STATION,MUPAA,0,0,S,YU,5596
2024-05-26,13:55,Sunday,DAVISVILLE STATION,SUO,6,10,N,YU,5931
2024-05-26,14:01,Sunday,QUEEN STATION,PUOPO,5,9,N,YU,5691
2024-05-26,14:14,Sunday,ROSEDALE STATION,PUOPO,4,8,N,YU,5691
2024-05-26,14:15,Sunday,DUFFERIN STATION,SUO,0,0,,BD,0
2024-05-26,15:06,Sunday,VAUGHAN MC STATION,MUATC,4,8,S,YU,6116
2024-05-26,16:10,Sunday,ST GEORGE YUS STATION,TUS,4,8,N,YU,6091
2024-05-26,16:19,Sunday,ROSEDALE STATION,MUIR,11,15,N,YU,5846
2024-05-26,16:26,Sunday,ROSEDALE STATION,SUG,0,0,N,YU,5846
2024-05-26,17:31,Sunday,UNION STATION,PUMEL,0,0,,YU,0
2024-05-26,17:50,Sunday,DUFFERIN STATION,SUSA,0,0,,BD,0
2024-05-26,18:41,Sunday,FINCH STATION,SUDP,6,12,S,YU,5586
2024-05-26,19:10,Sunday,YONGE BD STATION,MUSAN,3,8,E,BD,5014
2024-05-26,19:11,Sunday,BATHURST STATION,PUMEL,0,0,,BD,0
2024-05-26,19:24,Sunday,SHEPPARD WEST STATION,MUO,6,12,N,YU,5971
2024-05-26,19:35,Sunday,KEELE STATION,SUDP,0,0,,BD,0
2024-05-26,20:10,Sunday,KING STATION,SUO,3,9,N,YU,5561
2024-05-26,20:42,Sunday,YORK MILLS STATION,SUAP,8,13,S,YU,5871
2024-05-26,20:44,Sunday,EGLINTON STATION,SUDP,5,10,S,YU,5641
2024-05-26,21:01,Sunday,KEELE STATION,MUI,11,16,W,BD,5034
2024-05-26,21:36,Sunday,SHEPPARD STATION,PUOPO,5,10,N,YU,6081
2024-05-26,21:54,Sunday,WOODBINE STATION,SUO,0,0,E,BD,0
2024-05-26,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-26,22:15,Sunday,ST GEORGE YUS STATION,PUOPO,5,10,S,YU,5741
2024-05-26,23:09,Sunday,ST GEORGE YUS STATION,MUIRS,0,0,,YU,0
2024-05-26,23:37,Sunday,COLLEGE STATION,MUIS,0,0,N,YU,0
2024-05-26,23:48,Sunday,YORK MILLS STATION,MUPAA,5,10,S,YU,6106
2024-05-26,23:52,Sunday,COXWELL STATION,MUTO,5,11,W,BD,5274
2024-05-26,23:57,Sunday,WELLESLEY STATION,MUIS,0,0,,YU,0
2024-05-26,00:20,Sunday,KEELE STATION,PUTDN,104,110,W,BD,5034
2024-05-26,00:37,Sunday,BLOOR STATION,MUIR,5,11,S,YU,5536
2024-05-26,01:08,Sunday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2024-05-26,01:55,Sunday,WILSON STATION,PUOPO,8,13,N,YU,5891
2024-05-26,11:24,Sunday,DON MILLS STATION,PUMEL,0,0,,SHP,0
2024-05-27,02:06,Monday,OSSINGTON STATION,SUDP,0,0,,BD,0
2024-05-27,02:18,Monday,SHEPPARD WEST STATION,SUDP,0,0,,YU,0
2024-05-27,04:29,Monday,ISLINGTON STATION,PUMO,0,0,,BD,0
2024-05-27,04:43,Monday,OLD MILL STATION TO JA,EUVE,0,0,E,BD,0
2024-05-27,05:16,Monday,DAVISVILLE YARD,SUG,0,0,,YU,5692
2024-05-27,05:38,Monday,DUNDAS WEST STATION,SUDP,0,0,,BD,0
2024-05-27,05:43,Monday,JANE STATION,EUCD,3,0,E,BD,5036
2024-05-27,06:05,Monday,KEELE STATION,MUO,5,10,W,BD,5075
2024-05-27,06:54,Monday,VAUGHAN MC STATION,EUAC,3,6,S,YU,5646
2024-05-27,07:14,Monday,SPADINA YUS STATION,SUO,0,0,N,YU,5891
2024-05-27,07:18,Monday,YONGE BD STATION,SUO,0,0,W,BD,5209
2024-05-27,07:19,Monday,BLOOR STATION,SUO,0,0,N,YU,5701
2024-05-27,07:37,Monday,ST CLAIR STATION,SUDP,0,0,S,YU,0
2024-05-27,08:12,Monday,JANE STATION,MUDD,0,0,E,BD,5151
2024-05-27,08:29,Monday,FINCH STATION,SUO,0,0,,YU,0
2024-05-27,08:30,Monday,VICTORIA PARK STATION,SUAP,0,0,,BD,0
2024-05-27,08:41,Monday,FINCH STATION,PUMST,0,0,,YU,0
2024-05-27,08:46,Monday,BLOOR STATION,MUO,0,0,S,BD,6086
2024-05-27,09:12,Monday,UNION STATION,MUSAN,6,9,S,YU,5686
2024-05-27,09:38,Monday,ST CLAIR STATION,SUG,0,0,N,YU,5411
2024-05-27,09:44,Monday,VARIOUS LOCATION,MUATC,4,0,,YU,0
2024-05-27,10:07,Monday,OSSINGTON STATION,MUIE,0,0,,BD,0
2024-05-27,10:21,Monday,COLLEGE STATION,SUDP,0,0,,YU,0
2024-05-27,10:47,Monday,ST PATRICK STATION,PUMST,0,0,,YU,0
2024-05-27,10:49,Monday,DUPONT STATION,MUPAA,4,9,S,YU,5751
2024-05-27,10:53,Monday,ROSEDALE STATION,SUG,0,0,,YU,0
2024-05-27,10:58,Monday,UNION STATION,SUO,0,0,,YU,0
2024-05-27,11:00,Monday,WELLESLEY STATION,SUDP,3,8,S,YU,5561
2024-05-27,11:03,Monday,FINCH WEST STATION,SUDP,0,0,,YU,0
2024-05-27,11:32,Monday,VAUGHAN MC STATION,PUMEL,0,0,,YU,0
2024-05-27,11:46,Monday,WELLESLEY STATION,MUPAA,8,13,N,YU,5636
2024-05-27,11:50,Monday,VICTORIA PARK STATION,EUSC,0,0,W,BD,5267
2024-05-27,11:53,Monday,WARDEN STATION,SUSA,0,0,,BD,0
2024-05-27,11:55,Monday,OSSINGTON STATION,TUMVS,5,9,W,BD,5218
2024-05-27,12:00,Monday,YORKDALE STATION,PUOPO,0,0,S,YU,5766
2024-05-27,12:59,Monday,QUEEN STATION,MUIS,0,0,,YU,0
2024-05-27,13:04,Monday,FINCH STATION,EUAC,5,10,S,YU,5766
2024-05-27,13:13,Monday,ROYAL YORK STATION,PUMO,0,0,,BD,0
2024-05-27,13:29,Monday,YORK MILLS STATION,MUPAA,5,10,N,YU,5596
2024-05-27,13:44,Monday,LANSDOWNE STATION,PUMEL,0,0,,BD,0
2024-05-27,14:08,Monday,SUMMERHILL STATION,MUPAA,0,0,N,YU,5751
2024-05-27,14:17,Monday,ISLINGTON STATION,MUNCA,0,0,,BD,0
2024-05-27,14:25,Monday,ST PATRICK STATION,PUMO,0,0,,YU,0
2024-05-27,14:28,Monday,BLOOR STATION,SUDP,0,0,,YU,0
2024-05-27,15:33,Monday,OLD MILL STATION,SUUT,0,0,E,BD,5169
2024-05-27,15:37,Monday,OSSINGTON STATION,TUSC,0,0,E,BD,5151
2024-05-27,15:59,Monday,PAPE STATION,MUPAA,0,0,W,BD,5323
2024-05-27,16:04,Monday,FINCH STATION,EUDO,5,10,S,YU,6136
2024-05-27,16:12,Monday,MAIN STREET STATION,MUIS,0,0,,BD,0
2024-05-27,16:59,Monday,SHEPPARD WEST STATION,MUPAA,3,6,N,YU,5861
2024-05-27,17:14,Monday,OSGOODE STATION,EUDO,4,7,S,YU,5901
2024-05-27,17:21,Monday,SUMMERHILL STATION,MUIR,15,18,S,YU,6056
2024-05-27,17:42,Monday,SHEPPARD WEST STATION,MUATC,0,0,S,YU,5801
2024-05-27,17:55,Monday,OSGOODE STATION,MUIRS,0,0,,YU,0
2024-05-27,18:24,Monday,DONLANDS STATION,MUIRS,0,0,W,BD,0
2024-05-27,18:45,Monday,UNION STATION,SUROB,0,0,N,YU,5701
2024-05-27,19:09,Monday,YONGE BD STATION,SUDP,0,0,,BD,0
2024-05-27,20:17,Monday,COLLEGE STATION,SUROB,0,0,N,YU,5671
2024-05-27,20:23,Monday,COLLEGE STATION,SUDP,0,0,S,YU,5586
2024-05-27,20:34,Monday,WILSON STATION,SUO,0,0,N,YU,5591
2024-05-27,21:07,Monday,RUNNYMEDE STATION,MUIRS,0,0,W,BD,0
2024-05-27,21:11,Monday,KENNEDY STATION,SUDP,0,0,,BD,0
2024-05-27,21:29,Monday,COLLEGE STATION,MUIS,0,0,N,YU,0
2024-05-27,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-27,22:46,Monday,QUEEN'S PARK STATION,MUIS,0,0,,YU,0
2024-05-27,23:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU,0
2024-05-27,23:22,Monday,EGLINTON WEST STATION,SUDP,0,0,N,YU,0
2024-05-27,00:21,Monday,BROADVIEW STATION,SUDP,0,0,E,BD,5013
2024-05-27,00:31,Monday,COLLEGE STATION,MUIS,0,0,,YU,0
2024-05-27,01:58,Monday,ST PATRICK STATION,SUUT,12,0,N,YU,5676
2024-05-27,15:38,Monday,DON MILLS STATION,SUO,9,16,E,SHP,6181
2024-05-27,20:54,Monday,LESLIE STATION,EUSC,0,0,E,SHP,6181
2024-05-27,23:08,Monday,SHEPPARD-YONGE STATION,SUDP,0,0,,SHP,0
2024-05-27,23:09,Monday,LESLIE STATION (ENTERI,TUSC,0,0,W,SHP,6191
2024-05-28,02:04,Tuesday,KEELE STATION,SUDP,0,0,W,BD,5209
2024-05-28,02:06,Tuesday,SHERBOURNE STATION,MUO,0,0,,BD,0
2024-05-28,05:30,Tuesday,SPADINA YUS STATION,MUIS,0,0,,YU,0
2024-05-28,05:53,Tuesday,BLOOR STATION,MUO,6,0,S,YU,5941
2024-05-28,06:11,Tuesday,RUNNYMEDE STATION,MUTO,3,6,E,BD,5203
2024-05-28,06:14,Tuesday,FINCH STATION,SUDP,0,0,,YU,0
2024-05-28,06:14,Tuesday,QUEEN STATION,SUO,0,0,,YU,0
2024-05-28,06:15,Tuesday,WARDEN STATION,MUD,0,0,W,BD,5030
2024-05-28,06:27,Tuesday,EGLINTON STATION,SUDP,0,0,S,YU,0
2024-05-28,07:01,Tuesday,FINCH WEST STATION,EUDO,8,11,N,YU,5611
2024-05-28,07:26,Tuesday,KEELE STATION,MUTD,0,0,W,BD,5097
2024-05-28,07:53,Tuesday,DAVISVILLE STATION,SUG,0,0,,YU,0
2024-05-28,08:04,Tuesday,WILSON STATION,MUTO,3,6,S,YU,5411
2024-05-28,08:17,Tuesday,OSGOODE STATION,MUSAN,5,8,S,YU,6031
2024-05-28,08:22,Tuesday,OSGOODE STATION,MUIR,3,6,S,YU,6106
2024-05-28,08:25,Tuesday,SHERBOURNE STATION,MUI,0,0,W,BD,5150
2024-05-28,08:54,Tuesday,DUNDAS WEST STATION,SUAP,0,0,E,BD,5065
2024-05-28,09:01,Tuesday,CHESTER STATION,TUSC,0,0,E,BD,5039
2024-05-28,09:49,Tuesday,COXWELL STATION,EUSC,0,0,W,BD,5190
2024-05-28,10:12,Tuesday,KIPLING STATION,SUO,0,0,,BD,0
2024-05-28,10:27,Tuesday,WARDEN STATION,TUOS,0,0,E,BD,5169
2024-05-28,10:41,Tuesday,QUEEN STATION,SUDP,14,19,N,YU,5966
2024-05-28,10:50,Tuesday,ST PATRICK STATION,PUEO,0,0,,YU,0
2024-05-28,11:20,Tuesday,KIPLING STATION,PUMEL,0,0,,BD,0
2024-05-28,11:44,Tuesday,BLOOR STATION,SUO,0,0,,YU,0
2024-05-28,12:43,Tuesday,DUFFERIN STATION,SUDP,0,0,,BD,0
2024-05-28,13:13,Tuesday,KENNEDY BD STATION,MUIS,0,0,,BD,0
2024-05-28,13:43,Tuesday,DUNDAS STATION,SUUT,0,0,N,YU,5961
2024-05-28,13:47,Tuesday,FINCH STATION,SUUT,7,12,S,YU,5861
2024-05-28,13:52,Tuesday,MAIN STREET STATION,MUIS,0,0,,BD,8441
2024-05-28,14:12,Tuesday,BLOOR STATION,SUDP,0,0,S,YU,0
2024-05-28,14:17,Tuesday,WOODBINE STATION,EUDO,0,0,W,BD,5097
2024-05-28,14:21,Tuesday,COXWELL STATION,EUCD,4,7,W,BD,5097
2024-05-28,14:25,Tuesday,RUNNYMEDE STATION,MUIS,0,0,,BD,0
2024-05-28,14:36,Tuesday,OSSINGTON STATION,SUO,7,11,E,BD,5233
2024-05-28,14:42,Tuesday,SUMMERHILL STATION,MUPAA,3,8,S,YU,5651
2024-05-28,14:46,Tuesday,DUNDAS STATION,SUDP,0,0,N,YU,5446
2024-05-28,14:46,Tuesday,YONGE BD STATION,MUSC,0,0,E,BD,5046
2024-05-28,15:10,Tuesday,SUMMERHILL STATION,SUO,6,11,S,YU,5961
2024-05-28,15:19,Tuesday,MAIN STREET STATION,SUAE,0,0,W,BD,5244
2024-05-28,15:27,Tuesday,ISLINGTON STATION,SUAE,0,0,E,BD,5302
2024-05-28,15:33,Tuesday,JANE STATION,SUAE,3,6,E,BD,5302
2024-05-28,15:44,Tuesday,EGLINTON STATION,SUDP,0,0,,YU,0
2024-05-28,15:56,Tuesday,UNION STATION,PUMEL,0,0,,YU,0
2024-05-28,16:08,Tuesday,QUEEN STATION,MUIRS,0,0,S,YU,0
2024-05-28,16:13,Tuesday,KENNEDY BD STATION,SUO,0,0,,BD,0
2024-05-28,16:18,Tuesday,DUNDAS STATION,MUSAN,5,10,N,YU,6006
2024-05-28,16:37,Tuesday,FINCH STATION,PUOPO,5,10,S,YU,5706
2024-05-28,16:41,Tuesday,NORTH YORK CTR STATION,PUOPO,5,10,S,YU,5706
2024-05-28,16:43,Tuesday,VICTORIA PARK STATION,MUIRS,0,0,,BD,0
2024-05-28,16:57,Tuesday,SHERBOURNE STATION,SUO,9,12,E,BD,5011
2024-05-28,17:14,Tuesday,BLOOR STATION,MUPAA,3,6,S,YU,5746
2024-05-28,17:20,Tuesday,SPADINA BD STATION,MUIR,0,0,E,BD,5129
2024-05-28,17:28,Tuesday,KIPLING STATION,PUMST,0,0,,BD,0
2024-05-28,17:40,Tuesday,SUMMERHILL STATION,MUWR,0,0,,YU,0
2024-05-28,18:46,Tuesday,PAPE STATION,SUAP,0,0,W,BD,5355
2024-05-28,19:11,Tuesday,EGLINTON STATION,PUMEL,0,0,,YU,0
2024-05-28,19:14,Tuesday,UNION STATION,PUMO,0,0,,YU,0
2024-05-28,19:19,Tuesday,WARDEN STATION,SUO,0,0,,BD,0
2024-05-28,19:27,Tuesday,DUNDAS WEST STATION,SUO,10,13,W,BD,5145
2024-05-28,19:28,Tuesday,FINCH STATION,PUOPO,3,6,S,YU,5381
2024-05-28,19:30,Tuesday,NORTH YORK CTR STATION,PUOPO,3,6,S,YU,5381
2024-05-28,19:42,Tuesday,DUNDAS WEST STATION,SUO,9,12,W,BD,5069
2024-05-28,20:12,Tuesday,HIGHWAY 407 STATION,TUCC,0,0,S,YU,5596
2024-05-28,20:13,Tuesday,KIPLING STATION,SUPOL,9,14,W,BD,5050
2024-05-28,20:15,Tuesday,MUSEUM STATION,PUOPO,8,13,S,YU,5851
2024-05-28,20:37,Tuesday,WELLESLEY STATION,MUIS,0,0,N,YU,0
2024-05-28,20:42,Tuesday,NORTH YORK CTR STATION,SUDP,6,8,S,YU,5796
2024-05-28,20:54,Tuesday,LAWRENCE STATION,MUATC,11,16,S,YU,5811
2024-05-28,20:54,Tuesday,LAWRENCE STATION,MUPAA,0,0,S,YU,5811
2024-05-28,21:00,Tuesday,GREENWOOD TRACK & STRU,MUO,0,0,,BD,0
2024-05-28,21:18,Tuesday,WARDEN STATION,SUSA,0,0,W,BD,5192
2024-05-28,21:28,Tuesday,RUNNYMEDE STATION,SUO,0,0,W,BD,5195
2024-05-28,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/BD,0
2024-05-28,22:04,Tuesday,QUEEN STATION,SUDP,0,0,,YU,0
2024-05-28,22:13,Tuesday,BLOOR STATION,MUIRS,0,0,,YU,0
2024-05-28,22:18,Tuesday,BAY STATION,MUIS,0,0,,BD,0
2024-05-28,22:26,Tuesday,EGLINTON WEST STATION,MUPAA,0,0,N,YU,6066
2024-05-28,22:40,Tuesday,KEELE STATION,MUIS,0,0,,BD,0
2024-05-28,22:50,Tuesday,FINCH STATION,MUIR,0,0,S,YU,5876
2024-05-28,23:00,Tuesday,YU-ST CLAIR STATION TO,MUO,0,0,,YU,0
2024-05-28,23:37,Tuesday,CHRISTIE STATION,SUDP,0,0,,BD,0
2024-05-28,00:01,Tuesday,DUPONT STATION,MUIS,0,0,,YU,0
2024-05-28,00:16,Tuesday,SPADINA YUS STATION,SUO,0,0,N,YU,5896
2024-05-28,00:17,Tuesday,SPADINA BD STATION,SUDP,0,0,W,BD,5041
2024-05-28,00:27,Tuesday,SUMMERHILL STATION,PUTWZ,5,11,N,YU,6076
2024-05-28,00:43,Tuesday,YONGE BD STATION,EUVE,5,10,E,BD,5243
2024-05-28,01:07,Tuesday,WARDEN STATION,MUIS,0,0,,BD,0
2024-05-28,01:35,Tuesday,DOWNSVIEW PARK STATION,MUO,6,14,S,YU,6061
2024-05-28,01:41,Tuesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024-05-28,07:45,Tuesday,LESLIE STATION,TUO,4,11,W,SHP,6171
2024-05-29,02:10,Wednesday,ST ANDREW STATION,SUO,0,0,,YU,0
2024-05-29,02:38,Wednesday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024-05-29,02:38,Wednesday,SPADINA YUS STATION,MUIS,0,0,,YU,0
2024-05-29,05:44,Wednesday,DAVISVILLE STATION - B,PUOPO,0,0,N,YU,5701
2024-05-29,06:20,Wednesday,MAIN STREET STATION,MUO,0,0,,BD,0
2024-05-29,06:36,Wednesday,OLD MILL STATION,EUSC,0,0,W,BD,5107
2024-05-29,06:37,Wednesday,GREENWOOD YARD,MUSC,0,0,W,BD,5916
2024-05-29,07:11,Wednesday,LAWRENCE WEST STATION,PUOPO,5,8,S,YU,5686
2024-05-29,07:16,Wednesday,UNION STATION,PUMO,0,0,,YU,0
2024-05-29,07:19,Wednesday,GLENCAIRN STATION,PUOPO,3,6,S,YU,5686
2024-05-29,07:32,Wednesday,YONGE BD STATION,SUDP,0,0,E,BD,5062
2024-05-29,07:34,Wednesday,QUEEN STATION,SUAP,0,0,S,YU,0
2024-05-29,07:35,Wednesday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,6106
2024-05-29,07:42,Wednesday,KIPLING STATION,PUCSS,0,0,W,BD,5150
2024-05-29,07:54,Wednesday,DUNDAS STATION,EUDO,5,8,S,YU,5921
2024-05-29,08:06,Wednesday,WELLESLEY STATION,MUIRS,0,0,S,YU,0
2024-05-29,08:18,Wednesday,KENNEDY BD STATION,MUIR,3,5,W,BD,5218
2024-05-29,08:39,Wednesday,FINCH STATION,MUIS,0,0,,YU,0
2024-05-29,08:42,Wednesday,COLLEGE STATION,MUIR,0,0,S,YU,6110
2024-05-29,08:58,Wednesday,DUNDAS STATION,SUDP,4,7,S,YU,5781
2024-05-29,09:21,Wednesday,ST GEORGE YUS STATION,SUO,5,8,N,YU,5786
2024-05-29,09:54,Wednesday,KENNEDY BD STATION,SUSA,0,0,,BD,0
2024-05-29,09:59,Wednesday,KENNEDY BD STATION,MUPLB,11,15,W,BD,5244
2024-05-29,10:16,Wednesday,EGLINTON WEST STATION,MUSAN,3,6,N,YU,5931
2024-05-29,10:38,Wednesday,BLOOR STATION,MUIS,0,0,,YU,0
2024-05-29,10:56,Wednesday,ST CLAIR STATION,MUIRS,0,0,,YU,0
2024-05-29,12:11,Wednesday,DAVISVILLE STATION,SUO,0,0,,YU,0
2024-05-29,13:35,Wednesday,LAWRENCE WEST STATION,EUBO,10,15,S,YU,5761
2024-05-29,14:42,Wednesday,KEELE STATION,MUSC,0,0,W,BD,5151
2024-05-29,15:03,Wednesday,BLOOR STATION,SUO,13,18,S,YU,5621
2024-05-29,15:07,Wednesday,YONGE BD STATION,SUO,0,0,W,BD,5284
2024-05-29,15:24,Wednesday,KENNEDY BD STATION,PUMST,0,0,,BD,0
2024-05-29,15:36,Wednesday,YONGE BD STATION,SUDP,0,0,,BD,0
2024-05-29,15:56,Wednesday,EGLINTON WEST STATION,SUPOL,14,17,N,YU,6126
2024-05-29,16:01,Wednesday,GLENCAIRN STATION,MUPAA,6,11,S,YU,6026
2024-05-29,16:38,Wednesday,KENNEDY BD STATION,EUBO,3,6,W,BD,5084
2024-05-29,17:08,Wednesday,COXWELL STATION,TUNIP,4,7,W,BD,5336
2024-05-29,17:12,Wednesday,SHERBOURNE STATION,MUIS,0,0,,BD,0
2024-05-29,17:33,Wednesday,OSSINGTON STATION,MUIR,18,21,W,BD,5118
2024-05-29,17:45,Wednesday,SUMMERHILL STATION,MUNCA,0,0,,YU,0
2024-05-29,18:27,Wednesday,BROADVIEW STATION,MUIS,0,0,,BD,0
2024-05-29,19:08,Wednesday,EGLINTON STATION,MUIS,0,0,,YU,0
2024-05-29,19:10,Wednesday,ST GEORGE BD STATION,PUSTS,0,0,E,BD,5290
2024-05-29,20:31,Wednesday,KENNEDY BD STATION,SUO,0,0,,BD,0
2024-05-29,20:38,Wednesday,FINCH STATION,SUDP,0,0,N,YU,5891
2024-05-29,20:59,Wednesday,OSGOODE STATION,SUDP,0,0,,YU,0
2024-05-29,21:49,Wednesday,NORTH YORK CTR STATION,TUCC,5,10,S,YU,5846
2024-05-29,21:55,Wednesday,ROYAL YORK STATION,MUIRS,0,0,,BD,0
2024-05-29,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,,YU/ BD,0
2024-05-29,22:12,Wednesday,EGLINTON STATION,MUIR,0,0,N,YU,6076
2024-05-29,22:17,Wednesday,PIONEER VILLAGE STATIO,SUAP,0,0,,YU,0
2024-05-29,22:30,Wednesday,DUNDAS STATION,MUIRS,0,0,N,YU,0
2024-05-29,22:31,Wednesday,COXWELL STATION,MUIR,5,10,E,BD,5262
2024-05-29,23:00,Wednesday,VICTORIA PARK STATION,MUIS,0,0,,BD,0
2024-05-29,23:16,Wednesday,WELLESLEY STATION,SUO,12,17,N,YU,5556
2024-05-29,23:30,Wednesday,ST CLAIR STATION TO SH,MUO,0,0,,YU,0
2024-05-29,23:35,Wednesday,DUNDAS WEST STATION,PUMST,0,0,E,BD,5182
2024-05-29,23:35,Wednesday,QUEEN STATION,SUDP,5,10,S,YU,6091
2024-05-29,23:40,Wednesday,ST CLAIR STATION,MUO,0,0,S,YU,5771
2024-05-29,23:59,Wednesday,BATHURST STATION,MUIS,0,0,,BD,0
2024-05-29,00:28,Wednesday,ST CLAIR STATION,MUIS,0,0,S,YU,5593
2024-05-29,00:50,Wednesday,COLLEGE STATION,SUDP,0,0,,YU,0
2024-05-29,00:56,Wednesday,UNION STATION,MUI,5,10,N,YU,5951
2024-05-29,01:17,Wednesday,WILSON STATION,TUO,5,10,S,YU,5552
2024-05-29,09:39,Wednesday,BAYVIEW STATION,PUOPO,9,16,W,SHP,6196
2024-05-29,09:50,Wednesday,BAYVIEW STATION,PUOPO,7,14,E,SHP,6181
2024-05-29,10:10,Wednesday,BAYVIEW STATION,PUOPO,0,0,W,SHP,6186
2024-05-29,13:49,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,W,SHP,6018
2024-05-30,02:16,Thursday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024-05-30,02:26,Thursday,VAUGHAN MC STATION,MUIS,0,0,,YU,0
2024-05-30,02:31,Thursday,KIPLING STATION,MUIS,0,0,,BD,0
2024-05-30,06:02,Thursday,BATHURST STATION,MUSAN,2,4,W,BD,5253
2024-05-30,06:08,Thursday,WILSON STATION,PUOPO,4,9,S,YU,5481
2024-05-30,06:16,Thursday,YORKDALE STATION,PUOPO,7,12,S,YU,5481
2024-05-30,06:31,Thursday,GLENCAIRN STATION,PUOPO,8,0,N,YU,5871
2024-05-30,06:40,Thursday,GREENWOOD YARD,MUIE,0,0,,BD,0
2024-05-30,06:51,Thursday,ST GEORGE BD STATION,PUSTS,0,0,E,BD,5335
2024-05-30,06:56,Thursday,ST CLAIR STATION,MUO,3,6,N,YU,5756
2024-05-30,07:06,Thursday,GREENWOOD YARD,MUSC,0,0,W,BD,5251
2024-05-30,07:09,Thursday,ISLINGTON STATION,MUPLB,21,23,E,BD,5017
2024-05-30,07:41,Thursday,ST GEORGE BD STATION,TUSC,0,0,E,BD,5249
2024-05-30,08:21,Thursday,KENNEDY BD STATION,MUIRS,0,0,,BD,0
2024-05-30,08:25,Thursday,NORTH YORK CTR STATION,MUDD,5,8,N,YU,5716
